num_processes,num_resources,distributed,dynamic_join_leave,total_allocation,total_max,total_need,total_available,num_executable_processes,blocked_processes,fraction_blocked,utilization_ratio,need_to_available_ratio,deadlock
3,3,1,0,24.0916475054007,49.80598904637658,25.71434154097588,5.908352494599299,0.0,3.0,1.0,0.8030549168466901,4.352201661035089,1
3,3,0,1,9.933937944448429,43.071992816263574,33.13805487181514,24.06606205555157,2.0,1.0,0.3333333333333333,0.2921746454249538,1.3769620802656761,0
12,3,0,0,3.4648336414291716,103.21891603951053,99.75408239808137,10.535166358570828,2.0,10.0,0.8333333333333334,0.24748811724494083,9.468676526111707,0
7,5,0,0,41.63179201704606,233.84556724178,192.21377522473395,18.36820798295394,0.0,7.0,1.0,0.693863200284101,10.464481641492307,1
12,3,0,0,3.1989209856212,89.87982406867417,86.68090308305297,10.8010790143788,2.0,10.0,0.8333333333333334,0.2284943561158,8.02520775634176,0
12,3,0,0,2.767386906849942,124.8717252062888,122.10433829943887,11.232613093150057,2.0,10.0,0.8333333333333334,0.19767049334642442,10.87051937842507,0
12,3,0,0,2.942313205676166,104.37227241799599,101.42995921231982,11.057686794323834,2.0,10.0,0.8333333333333334,0.21016522897686898,9.172800884936093,0
13,2,0,0,0.0,53.910842883698585,53.910842883698585,7.0,2.0,11.0,0.8461538461538461,0.0,7.701548983385512,0
3,7,0,0,26.46274690579724,159.40373863800798,132.94099173221073,51.53725309420276,1.0,2.0,0.6666666666666666,0.3392659859717595,2.5795125613158607,0
12,3,0,0,3.407485438510725,114.35323720339031,110.94575176487959,10.592514561489274,2.0,10.0,0.8333333333333334,0.24339181703648036,10.473976799450439,0
4,4,0,0,31.690102063750665,88.06259036712292,56.37248830337226,21.309897936249335,1.0,3.0,0.75,0.5979264540330315,2.6453664148001144,0
7,5,0,0,37.56626219817842,225.1466195381767,187.58035733999827,22.43373780182158,1.0,6.0,0.8571428571428571,0.6261043699696404,8.36152936247508,0
9,3,0,0,37.30763204851493,173.77390032963947,136.46626828112454,0.0,0.0,9.0,1.0,1.2435877349504978,136.46626828112454,1
5,6,0,0,26.74070768180945,161.24743841990625,134.5067307380968,53.259292318190546,1.0,4.0,0.8,0.33425884602261813,2.525507284897896,0
11,3,0,0,24.734174768587376,153.6405152745827,128.90634050599533,0.2658252314126237,0.0,11.0,1.0,0.9893669907434951,484.9289129589891,1
3,3,0,0,18.966710312391978,66.72513843856038,47.7584281261684,18.033289687608022,1.0,2.0,0.6666666666666666,0.5126137922268102,2.6483480803276103,0
13,2,0,0,0.0,63.66893615470339,63.66893615470339,7.0,2.0,11.0,0.8461538461538461,0.0,9.09556230781477,0
13,2,0,0,0.0,54.86458126975565,54.86458126975565,7.0,2.0,11.0,0.8461538461538461,0.0,7.837797324250807,0
13,2,0,0,0.0,56.30855682646667,56.30855682646667,7.0,2.0,11.0,0.8461538461538461,0.0,8.044079546638097,0
13,2,0,0,0.0,53.75240707333336,53.75240707333336,7.0,2.0,11.0,0.8461538461538461,0.0,7.67891529619048,0
12,2,0,0,26.325483086059734,161.22608799119695,134.90060490513721,0.0,0.0,12.0,1.0,1.144586221133032,134.90060490513721,1
10,2,0,0,1.150867035729423,43.88354722442209,42.73268018869266,5.849132964270577,1.0,9.0,0.9,0.16440957653277471,7.30581445997641,0
13,2,0,0,0.0,54.46644815328756,54.46644815328756,7.0,3.0,10.0,0.7692307692307693,0.0,7.780921164755365,0
13,2,0,0,0.0,62.102194947088456,62.102194947088456,7.0,2.0,11.0,0.8461538461538461,0.0,8.871742135298351,0
13,2,0,0,0.0,57.520279069601244,57.520279069601244,7.0,2.0,11.0,0.8461538461538461,0.0,8.21718272422875,0
9,3,1,0,34.21093260859372,159.70118083061797,125.49024822202425,5.789067391406277,0.0,9.0,1.0,0.8552733152148431,21.677109582160213,1
5,3,1,0,19.387172938820544,65.0805450907826,45.693372151962066,7.6128270611794555,1.0,4.0,0.8,0.7180434421785387,6.00215554415639,0
12,3,0,0,2.7072279832124004,111.75066863558595,109.04344065237355,11.2927720167876,2.0,10.0,0.8333333333333334,0.1933734273723143,9.656038436822406,0
6,2,1,0,1.699854478235491,25.20267906804185,23.50282458980636,5.3001455217645095,1.0,5.0,0.8333333333333334,0.24283635403364157,4.434373451312685,0
10,4,0,0,47.96410375004556,300.8529305548584,252.88882680481285,2.0358962499544404,0.0,10.0,1.0,0.9592820750009112,124.21498728654372,1
13,2,0,0,0.0,51.94466708573127,51.94466708573127,7.0,2.0,11.0,0.8461538461538461,0.0,7.420666726533038,0
13,2,0,0,0.0,60.900049368992676,60.900049368992676,7.0,2.0,11.0,0.8461538461538461,0.0,8.70000705271324,0
7,7,1,0,34.54589097422879,254.52328073374085,219.97738975951205,26.45410902577121,1.0,6.0,0.8571428571428571,0.5663260815447343,8.315433702386773,0
12,3,0,0,2.6310039296281538,99.44257110077628,96.81156717114813,11.368996070371846,2.0,10.0,0.8333333333333334,0.1879288521162967,8.515401586200188,0
13,2,0,0,0.0,65.95380308592154,65.95380308592154,7.0,2.0,11.0,0.8461538461538461,0.0,9.421971869417362,0
13,2,0,0,0.0,60.23061694669278,60.23061694669278,7.0,2.0,11.0,0.8461538461538461,0.0,8.604373849527539,0
10,2,0,0,40.60647009321431,129.04333871109264,88.43686861787833,0.0,0.0,10.0,1.0,1.4002231066625626,88.43686861787833,1
12,3,0,0,3.095240832616339,111.51422637199559,108.41898553937925,10.904759167383661,2.0,10.0,0.8333333333333334,0.22108863090116707,9.942354881496371,0
6,2,0,0,5.270646926575953,37.3063471822427,32.035700255666754,2.729353073424047,1.0,5.0,0.8333333333333334,0.6588308658219941,11.737470160090758,0
6,2,1,0,1.8265296125109534,26.777076445791614,24.95054683328066,5.173470387489047,1.0,5.0,0.8333333333333334,0.26093280178727907,4.822787213321705,0
3,5,0,0,10.268849781586633,81.10476089900288,70.83591111741625,35.73115021841337,1.0,2.0,0.6666666666666666,0.22323586481710073,1.9824693771238382,0
9,2,0,0,11.527365033486532,85.07734335643185,73.54997832294532,6.472634966513468,1.0,8.0,0.8888888888888888,0.6404091685270296,11.363220497287452,0
10,4,0,0,72.68700981355659,339.30848275541905,266.62147294186246,0.0,0.0,10.0,1.0,1.4537401962711316,266.62147294186246,1
12,3,0,0,2.801322216628506,96.80911905615655,94.00779683952804,11.198677783371494,2.0,10.0,0.8333333333333334,0.2000944440448933,8.394544307642887,0
5,3,0,0,10.408494512676803,81.7578792959015,71.3493847832247,17.591505487323197,1.0,4.0,0.8,0.3717319468813144,4.055899867958462,0
3,4,1,0,29.47917747140893,71.276915754026,41.797738282617075,19.52082252859107,1.0,2.0,0.6666666666666666,0.6016158667634476,2.1411873511681305,0
13,2,0,0,0.0,63.7964703094209,63.7964703094209,7.0,2.0,11.0,0.8461538461538461,0.0,9.113781472774415,0
7,5,1,0,23.598814008028064,180.0188999661278,156.42008595809975,21.401185991971936,1.0,6.0,0.8571428571428571,0.5244180890672904,7.308944748051647,0
3,7,0,0,55.22071457010132,95.64465408136932,40.423939511268,15.779285429898678,1.0,2.0,0.6666666666666666,0.7777565432408637,2.5618358759562394,0
14,3,0,0,17.0,101.0,84.0,0.0,0.0,14.0,1.0,1.4166666666666667,84.0,1
4,4,0,0,25.356237079414026,75.14367542180719,49.78743834239316,19.643762920585974,2.0,2.0,0.5,0.5634719350980895,2.5345163522726937,0
12,3,0,0,3.0781237383519735,88.2744614920988,85.19633775374682,10.921876261648027,2.0,10.0,0.8333333333333334,0.21986598131085525,7.800522155054277,0
7,3,1,0,44.37205908373205,136.12038645979095,91.74832737605891,2.627940916267953,0.0,7.0,1.0,0.9440863634836606,34.912629430936555,1
6,6,1,0,33.770193861770366,257.53453355007076,223.7643396883004,40.229806138229634,1.0,5.0,0.8333333333333334,0.456353971105005,5.562153069280176,0
13,2,0,0,0.0,59.7942055958878,59.7942055958878,7.0,2.0,11.0,0.8461538461538461,0.0,8.542029370841115,0
12,3,0,0,2.800605400390501,105.0972601563447,102.29665475595421,11.199394599609498,2.0,10.0,0.8333333333333334,0.2000432428850358,9.134123621246554,0
12,3,0,0,2.886470044745868,116.82235491301718,113.93588486827132,11.113529955254132,2.0,10.0,0.8333333333333334,0.206176431767562,10.25199781950522,0
10,2,0,0,14.121791886845571,121.83201330807505,107.71022142122948,4.878208113154429,0.0,10.0,1.0,0.7432522045708195,22.079874192079124,1
13,2,0,0,0.0,56.75038836907894,56.75038836907894,7.0,2.0,11.0,0.8461538461538461,0.0,8.107198338439849,0
13,2,0,0,0.0,65.92836553795054,65.92836553795054,7.0,2.0,11.0,0.8461538461538461,0.0,9.418337933992934,0
11,3,0,0,20.902010381953115,166.35011812405443,145.4481077421013,4.097989618046885,0.0,11.0,1.0,0.8360804152781246,35.492551543218,1
12,4,0,0,52.34290224236871,244.30730393515177,191.96440169278304,0.0,0.0,12.0,1.0,1.1896114145992889,191.96440169278304,1
12,3,0,0,2.472040722071633,108.88954976711193,106.41750904504029,11.527959277928367,2.0,10.0,0.8333333333333334,0.1765743372908309,9.231253032684554,0
4,6,0,0,18.147135239687664,150.79922574176007,132.6520905020724,46.852864760312336,1.0,3.0,0.75,0.27918669599519486,2.831248231686316,0
13,2,0,0,0.0,61.26237966468086,61.26237966468086,7.0,2.0,11.0,0.8461538461538461,0.0,8.751768523525836,0
12,3,0,0,2.3746703549373502,91.35283026919575,88.9781599142584,11.62532964506265,2.0,10.0,0.8333333333333334,0.16961931106695358,7.65381822545118,0
7,5,0,0,41.74327455097845,198.73048521641286,156.98721066543442,18.256725449021552,0.0,7.0,1.0,0.6957212425163075,8.598870104268778,1
7,5,0,0,40.16003250456748,218.72881921911198,178.5687867145445,19.839967495432518,0.0,7.0,1.0,0.6693338750761247,9.000457624522516,1
8,2,1,0,23.78140363842547,103.636765447864,79.85536180943852,4.21859636157453,0.0,8.0,1.0,0.849335844229481,18.929367724489683,1
3,3,0,0,20.08475080546516,66.22076000614966,46.1360092006845,16.91524919453484,1.0,2.0,0.6666666666666666,0.5428311028504097,2.7274803149569093,0
13,2,0,0,0.0,51.965086905301504,51.965086905301504,7.0,3.0,10.0,0.7692307692307693,0.0,7.423583843614501,0
13,2,0,0,0.0,61.41284193088207,61.41284193088207,7.0,2.0,11.0,0.8461538461538461,0.0,8.773263132983152,0
10,2,0,0,1.0,48.0,47.0,6.0,1.0,9.0,0.9,0.14285714285714285,7.833333333333333,0
4,6,0,0,17.87971607663605,159.59251613947697,141.71280006284093,47.12028392336395,1.0,3.0,0.75,0.27507255502517003,3.0074691462666374,0
13,2,0,0,0.0,63.184742068663,63.184742068663,7.0,2.0,11.0,0.8461538461538461,0.0,9.026391724094713,0
12,3,0,0,3.4974068500211555,107.59307081094997,104.09566396092882,10.502593149978845,2.0,10.0,0.8333333333333334,0.2498147750015111,9.911424966617744,0
12,3,0,0,2.9298396230573855,105.94657743556559,103.0167378125082,11.070160376942614,2.0,10.0,0.8333333333333334,0.20927425878981326,9.30580355701763,0
5,2,0,0,8.245513528483992,42.633438427746064,34.387924899262075,9.754486471516008,1.0,4.0,0.8,0.4580840849157773,3.525344465818673,0
12,3,0,0,2.4518452251294636,91.46404768168685,89.01220245655739,11.548154774870536,2.0,10.0,0.8333333333333334,0.17513180179496168,7.707915610055139,0
13,2,0,0,0.0,60.89508513625572,60.89508513625572,7.0,2.0,11.0,0.8461538461538461,0.0,8.699297876607961,0
11,4,1,0,25.870566105015076,260.71284646148456,234.84228035646947,14.129433894984924,1.0,10.0,0.9090909090909091,0.6467641526253769,16.620784817134393,0
9,3,0,0,18.046099134913092,136.14476193208156,118.09866279716847,3.953900865086908,0.0,9.0,1.0,0.8202772334051406,29.868898292312807,1
12,3,0,0,2.8239118782998642,101.73658718965459,98.91267531135472,11.176088121700136,2.0,10.0,0.8333333333333334,0.20170799130713316,8.850384341485297,0
10,3,0,0,6.780429047608139,127.65448953328169,120.87406048567355,13.219570952391862,1.0,9.0,0.9,0.33902145238040693,9.143569100765967,0
7,4,1,0,30.09494756947023,207.36157939475893,177.2666318252887,20.90505243052977,1.0,6.0,0.8571428571428571,0.5900970111660829,8.479607138722514,0
9,3,0,0,7.849011133096202,86.19443435580777,78.34542322271157,11.150988866903798,1.0,8.0,0.8888888888888888,0.4131058491103264,7.025872248446167,0
12,3,0,0,2.8956992335401757,111.97628483182518,109.08058559828501,11.104300766459824,2.0,10.0,0.8333333333333334,0.206835659538584,9.823273692996441,0
10,4,0,0,67.82043435524416,335.18422033893944,267.36378598369527,0.0,0.0,10.0,1.0,1.3564086871048833,267.36378598369527,1
4,5,1,0,30.438666181129303,92.90560057478281,62.4669343936535,23.561333818870697,1.0,3.0,0.75,0.5636790033542464,2.6512477975089257,0
4,4,0,0,46.37946193537948,88.08393626919921,41.70447433381973,7.6205380646205185,0.0,4.0,1.0,0.8588789247292496,5.472641692774813,1
12,3,0,0,2.9937595038946005,102.26105925219272,99.26729974829813,11.006240496105399,2.0,10.0,0.8333333333333334,0.21383996456390003,9.01918323367768,0
12,4,0,0,33.33431000647877,206.43712479930448,173.1028147928257,0.6656899935212266,0.0,12.0,1.0,0.9804208825434934,260.0351762495076,1
12,3,0,0,2.688875590088473,127.65987285865177,124.9709972685633,11.311124409911526,2.0,10.0,0.8333333333333334,0.19206254214917665,11.048503467882977,0
13,2,0,0,0.0,62.92860983841337,62.92860983841337,7.0,2.0,11.0,0.8461538461538461,0.0,8.989801405487624,0
8,2,0,0,12.526969212545804,53.942081136254664,41.415111923708864,0.0,0.0,8.0,1.0,1.0439141010454838,41.415111923708864,1
13,2,0,0,0.0,56.32841771843609,56.32841771843609,7.0,2.0,11.0,0.8461538461538461,0.0,8.046916816919442,0
6,2,1,0,1.8708446983631317,23.682540500970497,21.811695802607364,5.129155301636868,1.0,5.0,0.8333333333333334,0.26726352833759026,4.252492763408156,0
11,3,0,0,27.365276303559273,156.3601988135844,128.9949225100251,0.0,0.0,11.0,1.0,1.0946110521423709,128.9949225100251,1
13,2,0,0,0.0,61.05227733600141,61.05227733600141,7.0,2.0,11.0,0.8461538461538461,0.0,8.721753905143059,0
12,3,0,0,3.1480478057406254,108.84964009124188,105.70159228550125,10.851952194259376,2.0,10.0,0.8333333333333334,0.22486055755290182,9.740329702283136,0
13,2,0,0,0.0,59.21542646923087,59.21542646923087,7.0,2.0,11.0,0.8461538461538461,0.0,8.459346638461552,0
12,3,0,0,3.2226094578867372,113.85154192872577,110.62893247083903,10.777390542113263,2.0,10.0,0.8333333333333334,0.23018638984905265,10.264908934917987,0
10,4,0,0,49.6209414941488,267.1477549072048,217.52681341305598,0.37905850585119794,0.0,10.0,1.0,0.992418829882976,573.8607894435369,1
5,3,1,0,20.671727175941022,74.69083191486364,54.019104738922614,6.328272824058978,0.0,5.0,1.0,0.7656195250348526,8.536152950541497,1
6,3,0,0,3.157964517465352,71.88131582503905,68.7233513075737,16.842035482534648,1.0,5.0,0.8333333333333334,0.1578982258732676,4.080465890173457,0
13,2,0,0,0.0,66.4711315592829,66.4711315592829,7.0,3.0,10.0,0.7692307692307693,0.0,9.495875937040413,0
6,2,1,0,1.8856912495842642,26.772136399489536,24.88644514990527,5.114308750415736,1.0,5.0,0.8333333333333334,0.26938446422632345,4.866042776139059,0
13,2,0,0,0.0,55.12338296806057,55.12338296806057,7.0,3.0,10.0,0.7692307692307693,0.0,7.874768995437224,0
13,2,0,0,0.0,63.44588521225555,63.44588521225555,7.0,2.0,11.0,0.8461538461538461,0.0,9.063697887465079,0
6,4,0,0,13.776144794945965,119.22438982262955,105.44824502768358,22.223855205054036,1.0,5.0,0.8333333333333334,0.382670688748499,4.744822356640583,0
12,3,0,0,3.4528041080288316,113.22227001594693,109.7694659079181,10.547195891971167,1.0,11.0,0.9166666666666666,0.24662886485920227,10.407454932308388,0
12,3,0,0,2.4551589342720934,96.98593504858923,94.53077611431713,11.544841065727907,2.0,10.0,0.8333333333333334,0.17536849530514953,8.188140103109937,0
10,2,1,0,35.67728853460086,145.6661190497164,109.98883051511554,0.0,0.0,10.0,1.0,1.5511864580261245,109.98883051511554,1
13,2,0,0,0.0,63.79753196588845,63.79753196588845,7.0,2.0,11.0,0.8461538461538461,0.0,9.113933137984064,0
12,3,0,0,2.6720557088311487,94.69961192169737,92.02755621286622,11.327944291168851,2.0,10.0,0.8333333333333334,0.19086112205936775,8.123941453756084,0
12,3,0,0,3.1850171988569507,103.28435097347564,100.09933377461869,10.81498280114305,2.0,10.0,0.8333333333333334,0.2275012284897822,9.255616547447405,0
6,2,1,0,1.920675252484325,25.452515244270522,23.531839991786196,5.079324747515675,1.0,5.0,0.8333333333333334,0.27438217892633215,4.6328677848951765,0
9,2,0,0,11.672935341960475,86.06542204220875,74.39248670024827,6.327064658039525,1.0,8.0,0.8888888888888888,0.648496407886693,11.757819892945298,0
12,3,0,0,2.9301869524010327,121.05348804822793,118.1233010958269,11.069813047598966,2.0,10.0,0.8333333333333334,0.2092990680286452,10.670758448034292,0
5,3,1,0,20.715336299731707,70.41757153193635,49.70223523220464,6.284663700268293,0.0,5.0,1.0,0.767234677767841,7.908495601774658,1
13,2,0,0,0.0,62.899059303361454,62.899059303361454,7.0,2.0,11.0,0.8461538461538461,0.0,8.985579900480207,0
10,2,0,0,0.9483965497450499,47.72664863048914,46.77825208074409,6.05160345025495,1.0,9.0,0.9,0.13548522139215,7.729893814964586,0
13,2,0,0,0.0,60.074331195560056,60.074331195560056,7.0,2.0,11.0,0.8461538461538461,0.0,8.582047313651437,0
5,3,1,0,21.500277111272766,63.41213167582886,41.911854564556094,5.499722888727234,0.0,5.0,1.0,0.7963065596767691,7.62072115496268,1
13,2,0,0,0.0,59.37286286682018,59.37286286682018,7.0,2.0,11.0,0.8461538461538461,0.0,8.481837552402883,0
6,6,1,0,33.40292878694508,244.03968230078834,210.63675351384325,40.59707121305492,1.0,5.0,0.8333333333333334,0.45139092955331195,5.188471661130771,0
13,2,0,0,0.0,59.001018640421115,59.001018640421115,7.0,3.0,10.0,0.7692307692307693,0.0,8.428716948631587,0
10,2,0,0,14.841086253313458,114.60831597217384,99.76722971886038,4.158913746686542,0.0,10.0,1.0,0.7811098028059714,23.988771057910533,1
5,3,1,0,21.25788990835636,64.15209453909124,42.894204630734876,5.742110091643639,0.0,5.0,1.0,0.7873292558650504,7.470111848457561,1
11,3,0,0,23.415197132090327,160.72768858263163,137.3124914505413,1.5848028679096728,0.0,11.0,1.0,0.936607885283613,86.64326285051091,1
13,2,0,0,0.0,61.07605434685571,61.07605434685571,7.0,2.0,11.0,0.8461538461538461,0.0,8.725150620979388,0
12,3,0,0,2.7504967012581276,89.4371350966546,86.68663839539647,11.249503298741873,1.0,11.0,0.9166666666666666,0.19646405008986625,7.705819189820708,0
13,2,0,0,0.0,70.2718351272936,70.2718351272936,7.0,2.0,11.0,0.8461538461538461,0.0,10.038833589613372,0
3,7,0,0,30.47614040716122,145.63469913312034,115.15855872595911,51.523859592838775,1.0,2.0,0.6666666666666666,0.3716602488678198,2.2350530343803054,0
13,2,0,0,0.0,59.25104738693375,59.25104738693375,7.0,2.0,11.0,0.8461538461538461,0.0,8.464435340990535,0
12,2,0,1,8.382316173394909,60.76290486244216,52.38058868904726,0.0,0.0,12.0,1.0,1.0477895216743636,52.38058868904726,1
12,3,0,0,2.8687034843960615,108.88086037982339,106.01215689542732,11.131296515603939,2.0,10.0,0.8333333333333334,0.20490739174257583,9.523792376460248,0
12,3,0,0,2.535467128142665,92.31322050057693,89.77775337243426,11.464532871857335,1.0,11.0,0.9166666666666666,0.18110479486733322,7.830912465070165,0
6,3,0,0,19.770612021672186,104.99505313266604,85.22444111099387,9.229387978327814,0.0,6.0,1.0,0.6817452421266271,9.234029527322447,1
13,2,0,0,0.0,56.205077143457224,56.205077143457224,7.0,2.0,11.0,0.8461538461538461,0.0,8.029296734779603,0
12,3,0,0,2.8789553182526135,105.43010484880605,102.55114953055345,11.121044681747387,2.0,10.0,0.8333333333333334,0.2056396655894724,9.221359365534008,0
12,3,0,0,2.6766888624891783,104.57959198892551,101.90290312643634,11.32331113751082,2.0,10.0,0.8333333333333334,0.19119206160636987,8.999390892727641,0
10,2,0,0,39.34432739111167,150.06719468429998,110.7228672931883,0.0,0.0,10.0,1.0,1.356700944521092,110.7228672931883,1
12,3,0,0,2.8481717344691195,97.97908075571128,95.13090902124216,11.151828265530881,2.0,10.0,0.8333333333333334,0.20344083817636568,8.530521341983155,0
6,4,0,0,11.742110154392998,121.71776077257366,109.97565061818065,24.257889845607004,1.0,5.0,0.8333333333333334,0.32616972651091664,4.533603347947297,0
13,2,0,0,0.0,59.99999999999999,59.99999999999999,7.0,2.0,11.0,0.8461538461538461,0.0,8.571428571428571,0
5,6,0,0,43.08198464180505,141.37050965961336,98.28852501780831,16.91801535819495,0.0,5.0,1.0,0.7180330773634175,5.8096959328150835,1
11,4,1,0,26.262120668993663,280.1332044535304,253.87108378453675,13.737879331006337,0.0,11.0,1.0,0.6565530167248416,18.47964141099644,1
13,2,0,0,0.0,65.37681665138061,65.37681665138061,7.0,2.0,11.0,0.8461538461538461,0.0,9.339545235911515,0
12,3,0,0,3.251052371139552,110.07713594397315,106.8260835728336,10.748947628860448,2.0,10.0,0.8333333333333334,0.232218026509968,9.938283007911426,0
13,2,0,0,0.0,58.17163368867902,58.17163368867902,7.0,2.0,11.0,0.8461538461538461,0.0,8.310233384097003,0
13,2,0,0,0.0,60.78446769016478,60.78446769016478,7.0,2.0,11.0,0.8461538461538461,0.0,8.683495384309255,0
14,3,0,0,16.272658003215604,100.90130101646875,84.62864301325314,0.0,0.0,14.0,1.0,1.3560548336013003,84.62864301325314,1
9,3,0,0,16.20730531713329,123.12682722732075,106.91952191018746,5.79269468286671,0.0,9.0,1.0,0.7366956962333314,18.45764842853322,1
6,6,0,0,49.59835311881719,308.6883404092421,259.0899872904249,39.40164688118281,1.0,5.0,0.8333333333333334,0.5572848665035639,6.575613148143802,0
11,3,1,0,21.155207292299643,116.94699173172779,95.79178443942814,0.0,0.0,11.0,1.0,1.1134319627526128,95.79178443942814,1
13,2,0,0,0.0,56.18108277662925,56.18108277662925,7.0,2.0,11.0,0.8461538461538461,0.0,8.025868968089894,0
3,7,0,0,30.31100059594047,116.69289945169308,86.38189885575261,51.68899940405953,1.0,2.0,0.6666666666666666,0.36964634873098134,1.6711853557174563,0
12,3,0,0,2.8989621753194244,107.33925930608291,104.44029713076348,11.101037824680576,2.0,10.0,0.8333333333333334,0.2070687268085303,9.408156136407785,0
6,2,0,0,21.717629254165374,73.57012665592148,51.85249740175611,2.2823707458346263,0.0,6.0,1.0,0.9049012189235572,22.718700498763397,1
13,2,0,0,0.0,64.11791467064144,64.11791467064144,7.0,2.0,11.0,0.8461538461538461,0.0,9.15970209580592,0
